"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Alameda County, CA"	"06001"	"2018 Week 01 ending January 06, 2018"	"2018/01"	227	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 02 ending January 13, 2018"	"2018/02"	243	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 03 ending January 20, 2018"	"2018/03"	235	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 04 ending January 27, 2018"	"2018/04"	190	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 05 ending February 03, 2018"	"2018/05"	199	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 06 ending February 10, 2018"	"2018/06"	199	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 07 ending February 17, 2018"	"2018/07"	216	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 08 ending February 24, 2018"	"2018/08"	198	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 09 ending March 03, 2018"	"2018/09"	210	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 10 ending March 10, 2018"	"2018/10"	233	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 11 ending March 17, 2018"	"2018/11"	200	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 12 ending March 24, 2018"	"2018/12"	187	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 13 ending March 31, 2018"	"2018/13"	214	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 14 ending April 07, 2018"	"2018/14"	218	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 15 ending April 14, 2018"	"2018/15"	196	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 16 ending April 21, 2018"	"2018/16"	167	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 17 ending April 28, 2018"	"2018/17"	180	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 18 ending May 05, 2018"	"2018/18"	206	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 19 ending May 12, 2018"	"2018/19"	185	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 20 ending May 19, 2018"	"2018/20"	175	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 21 ending May 26, 2018"	"2018/21"	186	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 22 ending June 02, 2018"	"2018/22"	205	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 23 ending June 09, 2018"	"2018/23"	197	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 24 ending June 16, 2018"	"2018/24"	163	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 25 ending June 23, 2018"	"2018/25"	201	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 26 ending June 30, 2018"	"2018/26"	184	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 27 ending July 07, 2018"	"2018/27"	168	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 28 ending July 14, 2018"	"2018/28"	157	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 29 ending July 21, 2018"	"2018/29"	175	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 30 ending July 28, 2018"	"2018/30"	159	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 31 ending August 04, 2018"	"2018/31"	171	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 32 ending August 11, 2018"	"2018/32"	155	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 33 ending August 18, 2018"	"2018/33"	166	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 34 ending August 25, 2018"	"2018/34"	165	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 35 ending September 01, 2018"	"2018/35"	173	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 36 ending September 08, 2018"	"2018/36"	179	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 37 ending September 15, 2018"	"2018/37"	177	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 38 ending September 22, 2018"	"2018/38"	186	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 39 ending September 29, 2018"	"2018/39"	185	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 40 ending October 06, 2018"	"2018/40"	202	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 41 ending October 13, 2018"	"2018/41"	176	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 42 ending October 20, 2018"	"2018/42"	178	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 43 ending October 27, 2018"	"2018/43"	182	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 44 ending November 03, 2018"	"2018/44"	173	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 45 ending November 10, 2018"	"2018/45"	186	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 46 ending November 17, 2018"	"2018/46"	169	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 47 ending November 24, 2018"	"2018/47"	211	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 48 ending December 01, 2018"	"2018/48"	194	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 49 ending December 08, 2018"	"2018/49"	175	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 50 ending December 15, 2018"	"2018/50"	205	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 51 ending December 22, 2018"	"2018/51"	215	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2018 Week 52 ending December 29, 2018"	"2018/52"	183	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 01 ending January 05, 2019"	"2019/01"	202	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 02 ending January 12, 2019"	"2019/02"	217	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 03 ending January 19, 2019"	"2019/03"	193	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 04 ending January 26, 2019"	"2019/04"	207	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 05 ending February 02, 2019"	"2019/05"	215	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 06 ending February 09, 2019"	"2019/06"	209	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 07 ending February 16, 2019"	"2019/07"	204	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 08 ending February 23, 2019"	"2019/08"	215	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 09 ending March 02, 2019"	"2019/09"	235	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 10 ending March 09, 2019"	"2019/10"	190	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 11 ending March 16, 2019"	"2019/11"	209	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 12 ending March 23, 2019"	"2019/12"	209	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 13 ending March 30, 2019"	"2019/13"	188	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 14 ending April 06, 2019"	"2019/14"	205	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"2019 Week 15 ending April 13, 2019"	"2019/15"	188	Not Applicable	Not Applicable
