"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2001"	"2001/01"	"< 1 year"	"0"	2418	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"1 year"	"1"	180	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"2 years"	"2"	116	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"3 years"	"3"	107	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"4 years"	"4"	71	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"5 years"	"5"	71	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"6 years"	"6"	60	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"7 years"	"7"	55	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"8 years"	"8"	43	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"9 years"	"9"	56	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"10 years"	"10"	54	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"11 years"	"11"	42	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"12 years"	"12"	62	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"13 years"	"13"	67	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"14 years"	"14"	103	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"15 years"	"15"	106	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"16 years"	"16"	170	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"17 years"	"17"	226	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"18 years"	"18"	264	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"19 years"	"19"	282	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"20 years"	"20"	282	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"21 years"	"21"	284	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"22 years"	"22"	288	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"23 years"	"23"	306	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"24 years"	"24"	278	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"25 years"	"25"	272	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"26 years"	"26"	284	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"27 years"	"27"	301	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"28 years"	"28"	302	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"29 years"	"29"	331	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"30 years"	"30"	362	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"31 years"	"31"	368	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"32 years"	"32"	370	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"33 years"	"33"	398	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"34 years"	"34"	454	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"35 years"	"35"	525	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"36 years"	"36"	546	Not Applicable	Not Applicable
