"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2005"	"2005/01"	"< 1 year"	"0"	2351	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"1 year"	"1"	144	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"2 years"	"2"	96	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"3 years"	"3"	75	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"4 years"	"4"	60	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"5 years"	"5"	51	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"6 years"	"6"	61	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"7 years"	"7"	45	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"8 years"	"8"	43	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"9 years"	"9"	44	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"10 years"	"10"	42	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"11 years"	"11"	44	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"12 years"	"12"	53	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"13 years"	"13"	70	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"14 years"	"14"	101	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"15 years"	"15"	106	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"16 years"	"16"	152	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"17 years"	"17"	197	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"18 years"	"18"	259	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"19 years"	"19"	270	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"20 years"	"20"	288	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"21 years"	"21"	370	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"22 years"	"22"	331	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"23 years"	"23"	312	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"24 years"	"24"	349	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"25 years"	"25"	327	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"26 years"	"26"	302	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"27 years"	"27"	307	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"28 years"	"28"	303	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"29 years"	"29"	295	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"30 years"	"30"	302	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"31 years"	"31"	322	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"32 years"	"32"	380	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"33 years"	"33"	396	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"34 years"	"34"	445	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"35 years"	"35"	467	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"36 years"	"36"	505	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"37 years"	"37"	518	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"38 years"	"38"	546	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"39 years"	"39"	645	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"40 years"	"40"	781	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"41 years"	"41"	851	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"42 years"	"42"	923	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"43 years"	"43"	1003	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"44 years"	"44"	1131	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"45 years"	"45"	1264	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"46 years"	"46"	1281	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"47 years"	"47"	1359	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"48 years"	"48"	1481	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"49 years"	"49"	1596	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"50 years"	"50"	1672	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"51 years"	"51"	1713	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"52 years"	"52"	1852	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"53 years"	"53"	1971	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"54 years"	"54"	1889	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"55 years"	"55"	2043	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"56 years"	"56"	2135	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"57 years"	"57"	2377	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"58 years"	"58"	2296	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"59 years"	"59"	2150	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"60 years"	"60"	2315	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"61 years"	"61"	2654	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"62 years"	"62"	2863	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"63 years"	"63"	2683	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"64 years"	"64"	2809	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"65 years"	"65"	2759	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"66 years"	"66"	3090	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"67 years"	"67"	3100	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"68 years"	"68"	3298	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"69 years"	"69"	3498	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"70 years"	"70"	3651	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"71 years"	"71"	3664	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"72 years"	"72"	4138	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"73 years"	"73"	4436	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"74 years"	"74"	4796	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"75 years"	"75"	5070	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"76 years"	"76"	5408	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"77 years"	"77"	5753	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"78 years"	"78"	6127	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"79 years"	"79"	6543	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"80 years"	"80"	6852	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"81 years"	"81"	7014	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"82 years"	"82"	7102	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"83 years"	"83"	7651	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"84 years"	"84"	7387	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"85 years"	"85"	7150	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"86 years"	"86"	7140	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"87 years"	"87"	6700	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"88 years"	"88"	6326	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"89 years"	"89"	5973	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"90 years"	"90"	5807	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"91 years"	"91"	5232	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"92 years"	"92"	4739	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"93 years"	"93"	3983	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"94 years"	"94"	3462	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"95 years"	"95"	2758	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"96 years"	"96"	2248	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"97 years"	"97"	1798	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"98 years"	"98"	1259	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"99 years"	"99"	925	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"100+ years"	"100"	1988	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"Not Stated"	"NS"	25	Not Applicable	Not Applicable
"Total"	"Jan., 2005"	"2005/01"			225916	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"< 1 year"	"0"	2170	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"1 year"	"1"	150	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"2 years"	"2"	89	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"3 years"	"3"	68	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"4 years"	"4"	66	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"5 years"	"5"	41	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"6 years"	"6"	46	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"7 years"	"7"	32	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"8 years"	"8"	37	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"9 years"	"9"	42	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"10 years"	"10"	32	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"11 years"	"11"	53	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"12 years"	"12"	50	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"13 years"	"13"	50	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"14 years"	"14"	93	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"15 years"	"15"	112	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"16 years"	"16"	157	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"17 years"	"17"	197	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"18 years"	"18"	252	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"19 years"	"19"	271	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"20 years"	"20"	261	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"21 years"	"21"	287	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"22 years"	"22"	298	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"23 years"	"23"	305	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"24 years"	"24"	279	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"25 years"	"25"	283	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"26 years"	"26"	280	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"27 years"	"27"	293	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"28 years"	"28"	281	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"29 years"	"29"	282	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"30 years"	"30"	289	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"31 years"	"31"	307	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"32 years"	"32"	370	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"33 years"	"33"	364	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"34 years"	"34"	412	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"35 years"	"35"	409	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"36 years"	"36"	427	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"37 years"	"37"	467	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"38 years"	"38"	552	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"39 years"	"39"	644	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"40 years"	"40"	743	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"41 years"	"41"	775	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"42 years"	"42"	863	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"43 years"	"43"	924	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"44 years"	"44"	1009	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"45 years"	"45"	1024	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"46 years"	"46"	1193	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"47 years"	"47"	1317	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"48 years"	"48"	1388	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"49 years"	"49"	1419	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"50 years"	"50"	1547	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"51 years"	"51"	1609	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"52 years"	"52"	1655	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"53 years"	"53"	1716	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"54 years"	"54"	1836	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"55 years"	"55"	1864	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"56 years"	"56"	2007	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"57 years"	"57"	2161	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"58 years"	"58"	2249	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"59 years"	"59"	1981	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"60 years"	"60"	2146	Not Applicable	Not Applicable
