"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2013"	"2013/01"	"< 1 year"	"0"	1981	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"1 year"	"1"	130	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"2 years"	"2"	82	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"3 years"	"3"	63	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"4 years"	"4"	55	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"5 years"	"5"	59	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"6 years"	"6"	48	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"7 years"	"7"	40	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"8 years"	"8"	44	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"9 years"	"9"	45	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"10 years"	"10"	34	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"11 years"	"11"	32	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"12 years"	"12"	52	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"13 years"	"13"	51	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"14 years"	"14"	65	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"15 years"	"15"	80	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"16 years"	"16"	117	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"17 years"	"17"	164	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"18 years"	"18"	188	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"19 years"	"19"	236	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"20 years"	"20"	280	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"21 years"	"21"	336	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"22 years"	"22"	321	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"23 years"	"23"	331	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"24 years"	"24"	347	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"25 years"	"25"	321	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"26 years"	"26"	323	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"27 years"	"27"	371	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"28 years"	"28"	335	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"29 years"	"29"	365	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"30 years"	"30"	396	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"31 years"	"31"	360	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"32 years"	"32"	406	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"33 years"	"33"	415	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"34 years"	"34"	436	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"35 years"	"35"	446	Not Applicable	Not Applicable
