"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2013"	"2013/01"	"< 1 year"	"0"	1936	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"1 year"	"1"	128	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"2 years"	"2"	81	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"3 years"	"3"	61	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"4 years"	"4"	55	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"5 years"	"5"	59	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"6 years"	"6"	45	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"7 years"	"7"	37	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"8 years"	"8"	43	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"9 years"	"9"	45	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"10 years"	"10"	34	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"11 years"	"11"	32	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"12 years"	"12"	51	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"13 years"	"13"	50	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"14 years"	"14"	65	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"15 years"	"15"	80	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"16 years"	"16"	115	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"17 years"	"17"	160	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"18 years"	"18"	184	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"19 years"	"19"	234	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"20 years"	"20"	277	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"21 years"	"21"	325	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"22 years"	"22"	319	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"23 years"	"23"	326	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"24 years"	"24"	330	Not Applicable	Not Applicable
